"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"ESRP2",1.00108074726868e-10,-3.25620968258302,0,0.424,2.96660268645601e-06,"ESRP2"
"PPP1R1B",1.00108074726868e-10,-4.45345569535601,0,0.424,2.96660268645601e-06,"PPP1R1B"
"SFTA1P",1.00108074726868e-10,-3.59349087709351,0,0.424,2.96660268645601e-06,"SFTA1P"
"SLC44A3",1.00108074726868e-10,-2.72588860289319,0,0.424,2.96660268645601e-06,"SLC44A3"
"STEAP2",1.00108074726868e-10,-3.90906810255288,0,0.424,2.96660268645601e-06,"STEAP2"
"TFAP2A",1.00108074726868e-10,-3.89935699141565,0,0.424,2.96660268645601e-06,"TFAP2A"
"CD276",1.12441138972546e-10,-4.24948936948561,0.12,0.627,3.33208071231243e-06,"CD276"
"SELENBP1",1.39058088000554e-10,-3.99606038851354,0.036,0.492,4.12084737980841e-06,"SELENBP1"
"ERBB3",1.50781350673881e-10,-3.84224663113474,0.096,0.593,4.46825454586979e-06,"ERBB3"
"TMC4",1.52399220672859e-10,-3.65600650489774,0.048,0.525,4.5161985054195e-06,"TMC4"
"BAIAP2L1",1.61815621388124e-10,-3.65105658278607,0.096,0.61,4.79524412421566e-06,"BAIAP2L1"
"EFNB2",1.63720603428653e-10,-3.68694015562845,0.048,0.525,4.8516963620047e-06,"EFNB2"
"ANXA3",1.65650931856249e-10,-4.38841671228445,0.012,0.441,4.90889971462807e-06,"ANXA3"
"TMEM144",1.70928202214338e-10,-2.17123950486943,0.072,0.559,5.06528634441969e-06,"TMEM144"
"CXADR",1.71957694483467e-10,-3.51725385063238,0.108,0.61,5.09579431832305e-06,"CXADR"
"PDPN",1.79268730472171e-10,-4.19138840385498,0.012,0.441,5.31244955881232e-06,"PDPN"
"FAM20A",1.84105704750313e-10,-4.12263400267862,0.084,0.576,5.45578845457078e-06,"FAM20A"
"S100A9",1.84566263984269e-10,-4.13181663733247,0.337,0.831,5.46943666690982e-06,"S100A9"
"SRPX2",1.86481852927946e-10,-3.74799225055355,0.012,0.441,5.52620322966674e-06,"SRPX2"
"S100A8",1.89386357359608e-10,-4.9435720430461,0.169,0.644,5.61227531399462e-06,"S100A8"
"TOM1L1",1.9777588761276e-10,-3.04954931114044,0.084,0.593,5.86089065351652e-06,"TOM1L1"
"SPR",1.99564522134801e-10,-3.96616946527612,0.12,0.61,5.91389504894268e-06,"SPR"
"CRABP2",2.00915300857527e-10,-5.06622523502163,0.084,0.559,5.95392402561196e-06,"CRABP2"
"LAD1",2.0294089846139e-10,-3.51265100748876,0.072,0.559,6.01395058500484e-06,"LAD1"
"NEBL",2.09456358309993e-10,-3.07796865358639,0.024,0.475,6.20702972215835e-06,"NEBL"
"MRC2",2.24885678319542e-10,-3.53777359624525,0.072,0.559,6.66426219132131e-06,"MRC2"
"BOK",2.27019829476591e-10,-3.36548603766474,0.012,0.441,6.7275056267093e-06,"BOK"
"PARD3",2.3322082903339e-10,-2.58302102658484,0.036,0.492,6.91126604757548e-06,"PARD3"
"TSPAN6",2.44511980256655e-10,-3.33877704242739,0.12,0.644,7.2458680229257e-06,"TSPAN6"
"C9orf152",2.74615889531738e-10,-3.84227612345144,0,0.407,8.13796727038352e-06,"C9orf152"
"FOXA2",2.74615889531738e-10,-3.63514519742055,0,0.407,8.13796727038352e-06,"FOXA2"
"LRIG3",2.74615889531738e-10,-4.74205069313212,0,0.407,8.13796727038352e-06,"LRIG3"
"MISP",2.74615889531738e-10,-3.14797378107068,0,0.407,8.13796727038352e-06,"MISP"
"PCDH1",2.74615889531738e-10,-3.2387948820357,0,0.407,8.13796727038352e-06,"PCDH1"
"SPINK1",2.74615889531738e-10,-3.96965826620618,0,0.407,8.13796727038352e-06,"SPINK1"
"TDRP",2.74615889531738e-10,-3.31876910428835,0,0.407,8.13796727038352e-06,"TDRP"
"TMPRSS2",2.74615889531738e-10,-2.83856572991968,0,0.407,8.13796727038352e-06,"TMPRSS2"
"PKP3",2.8823699817542e-10,-4.5539217143208,0.06,0.525,8.54161520393041e-06,"PKP3"
"ZNF205",2.91770690137563e-10,-3.22214118374357,0.048,0.508,8.64633263153656e-06,"ZNF205"
"EVPL",3.12533447021011e-10,-3.49379970475193,0.036,0.492,9.26161616902063e-06,"EVPL"
"ITGB5",3.13484996389993e-10,-4.17232556529431,0.12,0.61,9.28981438302106e-06,"ITGB5"
"FKBP9",3.22434543872551e-10,-4.31942661138417,0.084,0.559,9.55502527311917e-06,"FKBP9"
"BCAM",3.27009345476799e-10,-4.72890419841853,0.072,0.559,9.69059494385945e-06,"BCAM"
"ADGRF5",3.45203328539541e-10,-3.9944735027952,0.024,0.458,1.02297554379407e-05,"ADGRF5"
"LRP3",3.61521962145196e-10,-2.94325078565602,0.036,0.492,1.07133418262107e-05,"LRP3"
"ETV4",4.01419324203377e-10,-3.02286460727775,0.024,0.458,1.18956602534429e-05,"ETV4"
"G0S2",4.04861120272266e-10,-3.60497784199058,0.265,0.797,1.19976544381483e-05,"G0S2"
"HOXD1",4.14994574087664e-10,-3.57026405139802,0.012,0.424,1.22979492085138e-05,"HOXD1"
"FCGR2A",4.16851732034597e-10,-3.79860599197518,0.217,0.729,1.23529842271132e-05,"FCGR2A"
"CRNDE",4.24748259321545e-10,-4.29425942150433,0.133,0.593,1.25869899167347e-05,"CRNDE"
"RAB17",4.45226831168705e-10,-3.10822879393778,0.036,0.475,1.31938519148534e-05,"RAB17"
"TUSC3",4.45226831168705e-10,-4.54351768322352,0.036,0.475,1.31938519148534e-05,"TUSC3"
"AQP9",4.47103421757211e-10,-4.97997331988529,0.048,0.492,1.32494628003532e-05,"AQP9"
"ANOS1",4.8547288287312e-10,-3.17888887993475,0.012,0.424,1.4386503411062e-05,"ANOS1"
"TGM2",4.9375967828572e-10,-4.95418742927272,0.169,0.644,1.4632074306319e-05,"TGM2"
"TSPAN8",5.0484217863223e-10,-4.71239034510448,0.012,0.424,1.49604931215875e-05,"TSPAN8"
"F3",5.45531298356429e-10,-3.40325294316763,0.072,0.525,1.61662744954944e-05,"F3"
"SCD",5.52683963663516e-10,-4.31359667903515,0.181,0.678,1.63782365792046e-05,"SCD"
"PVRL2",5.58519557947001e-10,-3.80877022511078,0.229,0.712,1.65511685802014e-05,"PVRL2"
"NFIB",5.61271844035875e-10,-3.29338431799498,0.096,0.593,1.66327298261591e-05,"NFIB"
"CMTM4",6.29158810117852e-10,-2.12234998176181,0.024,0.458,1.86444921790324e-05,"CMTM4"
"MIR210HG",6.38685855621331e-10,-3.48101144027811,0.096,0.593,1.89268166454825e-05,"MIR210HG"
"DNALI1",6.55572904996272e-10,-3.54456681990755,0.024,0.441,1.94272474666595e-05,"DNALI1"
"CDC42EP1",6.61380007392158e-10,-3.40152821752315,0.181,0.678,1.95993351390592e-05,"CDC42EP1"
"PTGS2",6.64043133651644e-10,-4.11554688362732,0.169,0.661,1.96782542226328e-05,"PTGS2"
"OLR1",6.82098309621245e-10,-4.53689245254819,0.096,0.542,2.0213301307316e-05,"OLR1"
"MDFI",6.89165178309579e-10,-3.13448884457049,0.036,0.475,2.04227208940261e-05,"MDFI"
"CREB5",7.27475429052299e-10,-3.86557673042938,0.133,0.593,2.15580068645358e-05,"CREB5"
"DPYSL3",7.34014183889629e-10,-3.78911894398735,0.024,0.441,2.17517763253853e-05,"DPYSL3"
"ARHGEF17",7.43594861516733e-10,-3.09541030341418,0,0.39,2.20356901261869e-05,"ARHGEF17"
"C5orf49",7.43594861516733e-10,-3.08827203674478,0,0.39,2.20356901261869e-05,"C5orf49"
"INHBB",7.43594861516733e-10,-3.56354183633533,0,0.39,2.20356901261869e-05,"INHBB"
"SCEL",7.43594861516733e-10,-2.97049317058119,0,0.39,2.20356901261869e-05,"SCEL"
"SLC6A14",7.43594861516733e-10,-3.23537832625088,0,0.39,2.20356901261869e-05,"SLC6A14"
