"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"TEAD4",1.32596886988054e-07,-2.4110551502224,0,0.347,0.003929376149004,"TEAD4"
"PTGR1",1.33722587173068e-07,-2.93437790109781,0.143,0.612,0.0039627351482867,"PTGR1"
"CKB",1.35002938452349e-07,-3.22219161131342,0.2,0.673,0.00400067707809692,"CKB"
"RAB25",1.38249673719563e-07,-2.94667226872682,0.114,0.551,0.00409689083100553,"RAB25"
"EPHA2",1.43432173220556e-07,-3.39233930667011,0.086,0.531,0.00425046902121796,"EPHA2"
"PRRG4",1.46975051681363e-07,-4.52260462181003,0.129,0.592,0.00435545868152551,"PRRG4"
"CREB5",1.50255049866734e-07,-3.75662677652619,0.114,0.531,0.00445265814775081,"CREB5"
"HMGA2",1.50951416395928e-07,-3.81555664705066,0.029,0.408,0.00447329427347694,"HMGA2"
"TMC4",1.54754691270176e-07,-3.35587642078016,0.043,0.449,0.00458600052110041,"TMC4"
"FOXC1",1.57626820566251e-07,-2.23609936357616,0.029,0.408,0.00467111320066027,"FOXC1"
"PMP22",1.63654818408349e-07,-4.06437423659213,0.186,0.612,0.00484974688871302,"PMP22"
"CREB3L1",1.64587274379931e-07,-4.06941367414148,0.029,0.408,0.00487737928897487,"CREB3L1"
"EPHB4",1.68006723479029e-07,-3.2207677709058,0.043,0.449,0.00497871124357755,"EPHB4"
"PVRL4",1.79567218825337e-07,-3.29263273759465,0.043,0.429,0.00532129496267005,"PVRL4"
"CXCL10",1.86438860566973e-07,-4.77287005599757,0.1,0.51,0.00552492919404169,"CXCL10"
"KLC3",1.95520810984474e-07,-2.82888142778144,0.029,0.408,0.00579406371271391,"KLC3"
"PLA2G4A",1.95520810984474e-07,-2.5457921330146,0.029,0.408,0.00579406371271391,"PLA2G4A"
"NFIL3",1.96039464878672e-07,-3.61894395193057,0.143,0.612,0.00580943350221455,"NFIL3"
"SELENBP1",1.97879970481927e-07,-2.85815807713952,0.043,0.449,0.00586397504526144,"SELENBP1"
"NFIB",1.99313994869926e-07,-3.79738511514506,0.071,0.51,0.00590647092397537,"NFIB"
"PHLDA2",2.05664166328624e-07,-4.26141214889956,0.271,0.735,0.00609465190498244,"PHLDA2"
"RP11-1008C21.1",2.09465532676829e-07,-3.88449043415829,0.014,0.367,0.00620730159534516,"RP11-1008C21.1"
"ECT2",2.14063754431493e-07,-2.61304474749245,0.143,0.592,0.00634356529882286,"ECT2"
"KCNK1",2.14363065844941e-07,-2.4142192683191,0.057,0.469,0.00635243509324898,"KCNK1"
"GTF2IRD1",2.22996515176712e-07,-2.9372483536104,0.057,0.469,0.00660827873074667,"GTF2IRD1"
"GRB7",2.23590880476148e-07,-2.26287880291158,0.043,0.449,0.00662589215203018,"GRB7"
"CD93",2.24533874806986e-07,-4.56018657923718,0.1,0.51,0.00665383684603023,"CD93"
"DKK1",2.29380945762367e-07,-3.55839846404749,0.014,0.367,0.00679747494672199,"DKK1"
"FZD1",2.3022742730384e-07,-3.48147887387774,0.043,0.429,0.006822559580722,"FZD1"
"EVA1A",2.32039183445021e-07,-3.46445784766388,0.029,0.408,0.00687624916220976,"EVA1A"
"TANC1",2.32039183445021e-07,-3.46646068228693,0.029,0.408,0.00687624916220976,"TANC1"
"PKIB",2.49521800944851e-07,-4.57239882435936,0.129,0.551,0.0073943290491997,"PKIB"
"SLC22A31",2.49996471801692e-07,-3.44751331365832,0.043,0.429,0.00740839544537135,"SLC22A31"
"TSKU",2.49996471801692e-07,-2.41691489872541,0.043,0.429,0.00740839544537135,"TSKU"
"CHMP4C",2.50364344982816e-07,-2.47629053047532,0.1,0.551,0.00741929699922076,"CHMP4C"
"PSORS1C1",2.51120053075366e-07,-2.98550667076893,0.014,0.367,0.0074416916528354,"PSORS1C1"
"SLC9A3R2",2.53805839832181e-07,-4.81243828276172,0.186,0.612,0.00752128225758686,"SLC9A3R2"
"FAM114A1",2.54533104066128e-07,-2.88983626701767,0.143,0.592,0.00754283400589565,"FAM114A1"
"RASEF",2.62723040387105e-07,-2.80383964556401,0.014,0.367,0.00778553457883147,"RASEF"
"ASPHD1",2.71400598172036e-07,-2.75916840446037,0.043,0.429,0.0080426853262301,"ASPHD1"
"MERTK",2.77940582781373e-07,-3.93814980323949,0.071,0.469,0.00823649123014321,"MERTK"
"NXN",2.8275598369297e-07,-2.20946522086925,0.043,0.429,0.00837919082075747,"NXN"
"FPR1",2.90723136093827e-07,-4.17281643109973,0.1,0.51,0.00861528941500446,"FPR1"
"TNFAIP2",2.90860111530874e-07,-3.19560905654325,0.3,0.776,0.00861934854510591,"TNFAIP2"
"HMGB3",2.96597398215342e-07,-3.643817351039,0.271,0.714,0.00878936729871345,"HMGB3"
"ASGR1",2.99812336223216e-07,-3.79656139285411,0.114,0.531,0.00888463877163877,"ASGR1"
