"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"CD151",3.84519307001379e-15,2.49597938849823,0.974,0.809,1.13948451436789e-10,"CD151"
"TIMP2",3.91356405911024e-15,2.46240952680822,0.935,0.6,1.15974557327673e-10,"TIMP2"
"ALDH3B1",3.97023698128749e-15,2.65082607373174,0.844,0.309,1.17654002703473e-10,"ALDH3B1"
"FGD5",4.00840713396468e-15,2.59253232507508,0.558,0.045,1.18785137007909e-10,"FGD5"
"BAHCC1",4.07925766069311e-15,2.6022539393564,0.649,0.091,1.2088472151698e-10,"BAHCC1"
"CFI",4.12438715204467e-15,3.18278355897945,0.558,0.045,1.22222088863692e-10,"CFI"
"NUPR1",4.14104301760711e-15,2.88966500966084,0.948,0.6,1.22715668783769e-10,"NUPR1"
"CAV2",4.14667087512439e-15,3.83675633082751,0.701,0.173,1.22882444713436e-10,"CAV2"
"TBC1D30",4.29283296444699e-15,2.6299561002691,0.636,0.082,1.27213812068422e-10,"TBC1D30"
"FABP6",4.37835616988259e-15,3.03432596369181,0.481,0.009,1.29748206738301e-10,"FABP6"
"SEPT10",4.38231420440594e-15,2.18232241712343,0.896,0.391,1.29865499133366e-10,"SEPT10"
"CCL3",4.4107960748607e-15,2.52254765321326,0.987,0.864,1.30709530882422e-10,"CCL3"
"MIPOL1",4.53358445113319e-15,2.23971046779298,0.662,0.082,1.34348241624881e-10,"MIPOL1"
"DYRK3",4.58705672210399e-15,2.21690605528776,0.61,0.064,1.3593283890283e-10,"DYRK3"
"TANC2",4.59728009662846e-15,2.58864384867205,0.948,0.473,1.36235798383488e-10,"TANC2"
"NR2F6",4.60174821046201e-15,2.47278059794505,0.922,0.455,1.36368206468831e-10,"NR2F6"
"MRC1",4.60907411424827e-15,3.52788830513492,0.818,0.345,1.36585302301633e-10,"MRC1"
"PXDN",4.66914185773117e-15,3.60431869689228,0.571,0.064,1.38365349812005e-10,"PXDN"
"VSIG2",4.75499733428009e-15,3.69328537227438,0.61,0.073,1.40909591004056e-10,"VSIG2"
"ADGRV1",4.9127874422715e-15,2.79269649370526,0.532,0.027,1.45585543064274e-10,"ADGRV1"
"NOVA1",4.95172904857775e-15,2.72116567933547,0.714,0.127,1.46739538625553e-10,"NOVA1"
"KCTD3",4.97405499247601e-15,2.33097678561374,0.753,0.182,1.47401145647034e-10,"KCTD3"
"SLC29A1",5.12773105475559e-15,2.10485221879264,0.909,0.436,1.51955182076627e-10,"SLC29A1"
"BACE1",5.26462370273236e-15,2.50943729024677,0.675,0.127,1.56011858806771e-10,"BACE1"
"ARPIN",5.50983403264621e-15,2.43237491805908,0.883,0.355,1.63278421723438e-10,"ARPIN"
"HORMAD1",5.56651505368218e-15,2.52670146899115,0.506,0.018,1.64958107100818e-10,"HORMAD1"
"PLS1",5.67146368496392e-15,2.27066260184447,0.701,0.127,1.68068154840221e-10,"PLS1"
"KCNQ3",5.70665941027866e-15,3.90114459142189,0.545,0.036,1.69111144964198e-10,"KCNQ3"
"SASH1",5.76699833578444e-15,2.46450578279224,0.675,0.136,1.70899228682636e-10,"SASH1"
"LDLRAD3",5.86263922738333e-15,2.43134816661882,0.597,0.073,1.73733450864278e-10,"LDLRAD3"
"IL27",5.96898309845086e-15,2.58814468463338,0.558,0.045,1.76884845139493e-10,"IL27"
"LILRB4",6.00904844232269e-15,2.73839975402069,0.935,0.573,1.78072141539791e-10,"LILRB4"
"B4GALT5",6.04810038283611e-15,2.35054248219025,0.961,0.536,1.79229406744965e-10,"B4GALT5"
"CSF3R",6.11230285453209e-15,2.41226345498399,0.818,0.382,1.81131982791204e-10,"CSF3R"
"PIR",6.25556133738754e-15,1.83651883819373,0.805,0.218,1.85377304672142e-10,"PIR"
"FHDC1",6.27800127625146e-15,2.53592837537579,0.506,0.018,1.86042289820436e-10,"FHDC1"
"PTMS",6.43175128709886e-15,2.16271490270759,0.987,0.882,1.90598517641888e-10,"PTMS"
